source,mission_time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,temperature_k,battery_level,power_w,solar_w_m2,pressure_pa,wind_ms,confidence,real_data
SYNTHETIC_REMS,0.0,0.0,0.0,0.0,0.01,0.0,0.0,192.10546307104147,0.95,70.0,0.0,815.0,6.6,0.92,False
SYNTHETIC_REMS,443.875,4.43875,0.0,0.0,0.01,0.0,0.0,193.08149207429474,0.9480314146346236,69.76831706965065,9.267317213974199,817.6699145216409,6.496344495042177,0.92,False
SYNTHETIC_REMS,887.75,8.8775,0.0,0.0,0.01,0.0,0.0,194.108264937039,0.9461256430363124,69.5366913035976,18.532347856095694,820.3371941599917,6.392791285553266,0.92,False
SYNTHETIC_REMS,1331.625,13.31625,0.0,0.0,0.01,0.0,0.0,195.18476835842247,0.9442826387042578,69.30517985203277,27.79280591868917,822.9992066320738,6.289442566048903,0.92,False
SYNTHETIC_REMS,1775.5,17.755,0.0,0.0,0.01,0.0,0.0,196.3099399595361,0.9425023241562345,69.07383983694262,37.04640652229489,825.6533248529659,6.186400329237796,0.92,False
SYNTHETIC_REMS,2219.375,22.19375,0.0,0.0,0.01,0.0,0.0,197.48266933185326,0.9407845909572784,68.84272833801428,46.290866479428516,828.2969295284196,6.083766265367238,0.92,False
SYNTHETIC_REMS,2663.25,26.6325,0.0,0.0,0.01,0.0,0.0,198.70179913306873,0.9391292997598222,68.61190237855192,55.52390485792344,830.9274117397866,5.981641661867109,0.92,False
SYNTHETIC_REMS,3107.125,31.07125,0.0,0.0,0.01,0.0,0.0,199.96612622925608,0.9375362803552746,68.38141891140708,64.74324354371672,833.5421755187061,5.88012730339141,0.92,False
SYNTHETIC_REMS,3551.0,35.51,0.0,0.0,0.01,0.0,0.0,201.2744028822154,0.9360053317370288,68.1513348049265,73.94660780293951,836.1386404090126,5.77932337235598,0.92,False
SYNTHETIC_REMS,3994.875,39.948750000000004,0.0,0.0,0.01,0.0,0.0,202.62533798084038,0.9345362221748764,67.92170682892066,83.13172684317377,838.7142440133345,5.679329350070542,0.92,False
SYNTHETIC_REMS,4438.75,44.3875,0.0,0.0,0.01,0.0,0.0,204.0175983152891,0.9331286893008046,67.69259164065659,92.29633437373622,841.2664445218705,5.580243918562674,0.92,False
SYNTHETIC_REMS,4882.625,48.82625,0.0,0.0,0.01,0.0,0.0,205.449809892701,0.931782440206147,67.46404577087871,101.43816916485162,843.7927232208498,5.482164863190539,0.92,False
SYNTHETIC_REMS,5326.5,53.265,0.0,0.0,0.01,0.0,0.0,206.92055929316223,0.9304971515500573,67.23612560986057,110.55497560557751,846.2905869781977,5.3851889761405625,0.92,False
SYNTHETIC_REMS,5770.375,57.70375,0.0,0.0,0.01,0.0,0.0,208.42839506458023,0.9292724696792692,67.00888739349145,119.64450426034236,848.7575707039564,5.289411960905224,0.92,False
SYNTHETIC_REMS,6214.25,62.1425,0.0,0.0,0.01,0.0,0.0,209.97182915509188,0.9281080107591031,66.78238718940099,128.7045124239601,851.1912397830312,5.19492833783526,0.92,False
SYNTHETIC_REMS,6658.125,66.58125,0.0,0.0,0.01,0.0,0.0,211.54933838159087,0.9270033609156771,66.5566808831254,137.73276467498417,853.5891924778615,5.101831350859495,0.92,False
SYNTHETIC_REMS,7102.0,71.02,0.0,0.0,0.01,0.0,0.0,213.15936593292562,0.9259580763892753,66.33182416431839,146.72703342726433,855.9490622986458,5.01021287546434,0.92,False
SYNTHETIC_REMS,7545.875,75.45875,0.0,0.0,0.01,0.0,0.0,214.80032290628398,0.9249716836988227,66.10787251301075,155.68509947957,858.2685203387816,4.920163328023774,0.92,False
SYNTHETIC_REMS,7989.75,79.89750000000001,0.0,0.0,0.01,0.0,0.0,216.47058987524838,0.9240436798174122,65.88488118592137,164.60475256314527,860.5452775732147,4.831771576569311,0.92,False
SYNTHETIC_REMS,8433.625,84.33625,0.0,0.0,0.01,0.0,0.0,218.16851848797418,0.9231735323588275,65.66290520282351,173.48379188705934,862.7770871174312,4.745124853087969,0.92,False
SYNTHETIC_REMS,8877.5,88.775,0.0,0.0,0.01,0.0,0.0,219.8924330939141,0.9223606797749978,65.44199933296953,182.32002668121896,864.9617464448602,4.6603086674348395,0.92,False
SYNTHETIC_REMS,9321.375,93.21375,0.0,0.0,0.01,0.0,0.0,221.64063239748273,0.9216045315643222,65.2222180815773,191.11127673690814,867.097099560503,4.577406722945178,0.92,False
SYNTHETIC_REMS,9765.25,97.6525,0.0,0.0,0.01,0.0,0.0,223.4113911370302,0.9209044684907928,65.00361567638195,199.85537294472192,869.1810391286386,4.496500833829324,0.92,False
SYNTHETIC_REMS,10209.125,102.09125,0.0,0.0,0.01,0.0,0.0,225.20296178746676,0.9202598428138458,64.78624605425595,208.55015782976167,871.2115085525104,4.417670844431949,0.92,False
SYNTHETIC_REMS,10653.0,106.53,0.0,0.0,0.01,0.0,0.0,227.01357628485948,0.9196699785288645,64.570162847901,217.19348608395998,873.1865040039386,4.340994550435327,0.92,False
SYNTHETIC_REMS,11096.875,110.96875,0.0,0.0,0.01,0.0,0.0,228.8414477712975,0.9191341716182544,64.35541937261493,225.78322509540297,875.1040764008566,4.266547622084393,0.92,False
SYNTHETIC_REMS,11540.75,115.4075,0.0,0.0,0.01,0.0,0.0,230.68477235830534,0.9186516903130085,64.14206861313698,234.31725547452052,876.96233333082,4.1944035295093425,0.92,False
SYNTHETIC_REMS,11984.625,119.84625,0.0,0.0,0.01,0.0,0.0,232.54173090706286,0.9182217753646759,63.93016321057465,242.79347157701417,878.759440918589,4.124633470219483,0.92,False
SYNTHETIC_REMS,12428.5,124.285,0.0,0.0,0.01,0.0,0.0,234.41049082367581,0.917843640327644,63.719755449415175,251.20978202339288,880.4936256359421,4.057306298839895,0.92,False
SYNTHETIC_REMS,12872.375,128.72375,0.0,0.0,0.01,0.0,0.0,236.2892078677246,0.9175164718516431,63.510897244625255,259.5641102149899,882.1631760519336,3.992488459160221,0.92,False
SYNTHETIC_REMS,13316.25,133.1625,0.0,0.0,0.01,0.0,0.0,238.17602797230697,0.9172394299843728,63.303640128841685,267.8543948463326,883.7664445218705,3.9302439185626734,0.92,False
SYNTHETIC_REMS,13760.125,137.60125,0.0,0.0,0.01,0.0,0.0,240.0690890737783,0.9170116484841555,63.09803523965654,276.07859041373825,885.3018488133378,3.8706341048939463,0.92,False
SYNTHETIC_REMS,14204.0,142.04,0.0,0.0,0.01,0.0,0.0,241.96652294938343,0.9168322351425098,62.8941333069997,284.23466772001206,886.7678736676712,3.813717845843351,0.92,False
SYNTHETIC_REMS,14647.875,146.47875,0.0,0.0,0.01,0.0,0.0,243.86645706096715,0.9167002721165388,62.69198464062199,292.3206143751205,888.1630722953353,3.7595513108869856,0.92,False
SYNTHETIC_REMS,15091.75,150.9175,0.0,0.0,0.01,0.0,0.0,245.76701640294309,0.9166148162710253,62.49163911768203,300.3344352927191,889.4860678037284,3.70818795585525,0.92,False
SYNTHETIC_REMS,15535.625,155.35625000000002,0.0,0.0,0.01,0.0,0.0,247.6663253526981,0.9165748995301164,62.293146170439755,308.2741531824098,890.7355545560113,3.659678470178386,0.92,False
SYNTHETIC_REMS,15979.5,159.79500000000002,0.0,0.0,0.01,0.0,0.0,249.5625095216051,0.9165795292384877,62.0965547740598,316.137809037608,891.9102994596117,3.614070726862136,0.92,False
SYNTHETIC_REMS,16423.375,164.23375000000001,0.0,0.0,0.01,0.0,0.0,251.45369760481844,0.9166276885318617,61.90191343452756,323.92346261889776,893.0091431831383,3.5714097352428618,0.92,False
SYNTHETIC_REMS,16867.25,168.6725,0.0,0.0,0.01,0.0,0.0,253.3380232280259,0.9167183367167618,61.70927017668107,331.62919293275706,894.0310013005014,3.5317375965687705,0.92,False
SYNTHETIC_REMS,17311.125,173.11125,0.0,0.0,0.01,0.0,0.0,255.2136267893348,0.9168504096593757,61.51867253236164,339.25309870553434,894.9748653611092,3.4950934624510555,0.92,False
SYNTHETIC_REMS,17755.0,177.55,0.0,0.0,0.01,0.0,0.0,257.07865729447445,0.9170228201833978,61.33016752868602,346.79329885255913,895.839803885088,3.461513496225993,0.92,False
SYNTHETIC_REMS,18198.875,181.98875,0.0,0.0,0.01,0.0,0.0,258.9312741835042,0.9172344584767225,61.14380167644321,354.2479329422716,896.6249632825402,3.4310308372660883,0.92,False
SYNTHETIC_REMS,18642.75,186.4275,0.0,0.0,0.01,0.0,0.0,260.76964914722356,0.91748419250685,60.9596209586186,361.6151616552561,897.3295686959336,3.403675568275517,0.92,False
SYNTHETIC_REMS,19086.625,190.86625,0.0,0.0,0.01,0.0,0.0,262.59196793149323,0.9177708684448705,60.77767081904835,368.893167238066,897.9529247647936,3.379474685602134,0.92,False
SYNTHETIC_REMS,19530.5,195.305,0.0,0.0,0.01,0.0,0.0,264.3964321276843,0.9180933110978846,60.59799615120683,376.08015395172686,898.4944163119385,3.358452072595327,0.92,False
SYNTHETIC_REMS,19974.375,199.74375,0.0,0.0,0.01,0.0,0.0,266.18126094749067,0.9184503243497165,60.42064128712979,383.17434851480834,898.9535089505868,3.340628476036045,0.92,False
SYNTHETIC_REMS,20418.25,204.1825,0.0,0.0,0.01,0.0,0.0,267.9446929803522,0.9188406916097759,60.24564998647614,390.1740005409546,899.3297496117307,3.326021485662223,0.92,False
SYNTHETIC_REMS,20862.125,208.62125,0.0,0.0,0.01,0.0,0.0,269.6849879317543,0.9192631762699186,60.073065425730846,397.0773829707663,899.6227669912619,3.314645516809836,0.92,False
SYNTHETIC_REMS,21306.0,213.06,0.0,0.0,0.01,0.0,0.0,271.4004283406881,0.9197165221691541,59.902930187551846,403.8827924979263,899.8322719164031,3.3065117961867037,0.92,False
SYNTHETIC_REMS,21749.875,217.49875,0.0,0.0,0.01,0.0,0.0,273.08932127457774,0.9201994540660468,59.735286250263364,410.58854998946543,899.9580576310872,3.3016283507930857,0.92,False
SYNTHETIC_REMS,22193.75,221.9375,0.0,0.0,0.01,0.0,0.0,274.75,0.9207106781186547,59.570174977498425,417.193000900063,900.0,3.3,0.92,False
SYNTHETIC_REMS,22637.625,226.37625,0.0,0.0,0.01,0.0,0.0,276.380825627549,0.9212488823718452,59.40763710799297,423.6945156802814,899.9580576310872,3.3016283507930857,0.92,False
SYNTHETIC_REMS,23081.5,230.815,0.0,0.0,0.01,0.0,0.0,277.98018872922233,0.9218127372518268,59.24771274553418,430.09149017863274,899.8322719164031,3.3065117961867037,0.92,False
SYNTHETIC_REMS,23525.375,235.25375,0.0,0.0,0.01,0.0,0.0,279.5465109267321,0.9224008960677326,59.09044134906551,436.3823460373797,899.6227669912619,3.314645516809836,0.92,False
SYNTHETIC_REMS,23969.25,239.6925,0.0,0.0,0.01,0.0,0.0,281.07824644917366,0.9230119955200896,58.935861722950726,442.5655310819711,899.3297496117307,3.3260214856622223,0.92,False
SYNTHETIC_REMS,24413.125,244.13125,0.0,0.0,0.01,0.0,0.0,282.5738836585152,0.9236446562160033,58.78401200739954,448.6395197040183,898.9535089505868,3.340628476036045,0.92,False
SYNTHETIC_REMS,24857.0,248.57,0.0,0.0,0.01,0.0,0.0,284.0319465414014,0.9242974831908883,58.63492966905711,454.6028132377157,898.4944163119385,3.358452072595327,0.92,False
SYNTHETIC_REMS,25300.875,253.00875,0.0,0.0,0.01,0.0,0.0,285.450996165801,0.9249690664365695,58.48865149175964,460.4539403296145,897.9529247647936,3.3794746856021334,0.92,False
SYNTHETIC_REMS,25744.75,257.4475,0.0,0.0,0.01,0.0,0.0,286.8296321010586,0.9256579814355801,58.345213567458565,466.19145730165735,897.3295686959336,3.403675568275517,0.92,False
SYNTHETIC_REMS,26188.625,261.88625,0.0,0.0,0.01,0.0,0.0,288.1664937999509,0.9263627897014767,58.204651287315414,471.8139485073834,896.6249632825402,3.431030837266088,0.92,False
